Postcode	age18_24	age25_34	age35_54	age_55	genderMale	employed	selfEmployed	student	eduLower	eduMid	eduUni	license	commuteBike	commutePT	commuteNS	distWork	usedUber	hhSize	hhChild	nbrCarHH	incLevel_30k	incLevel30_60k	incLevel60k	csMember	choice
2547	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	1	0	2	0	2	0	0	0	0	0
3069	0	0	1	0	1	1	0	0	0	0	1	1	0	1	1	7	0	4	2	1	0	0	0	0	1
3075	0	0	0	1	1	1	0	0	1	0	0	0	1	1	0	4	1	2	0	1	0	0	0	0	1
3025	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	4	0	1	0	2	1	0	0	0	1
2565	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	4	0	2	0	3	0	0	1	0	2
3012	1	0	0	0	1	1	0	0	0	0	1	1	1	1	1	4	0	1	0	1	0	1	0	0	3
3526	1	0	0	0	1	0	0	1	0	1	0	1	1	1	1	3	0	5	0	1	1	0	0	0	1
1033	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	2	0	2	0	2	1	0	0	0	0
1019	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	7	1	2	0	2	0	1	0	0	0
1025	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	4	0	1	0	1	1	0	0	0	1
3051	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	7	0	1	0	2	1	0	0	0	0
3063	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	1	0	1	1	0	0	0	4
3065	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	4	1	2	0	2	0	0	0	0	1
3032	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	6	0	3	1	2	0	1	0	0	3
1033	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	3	1	2	0	2	0	0	0	0	1
2541	0	0	1	0	1	1	0	0	0	1	0	1	1	0	0	4	0	3	0	2	0	1	0	0	4
3031	0	0	1	0	1	1	0	0	0	1	0	1	1	0	0	2	0	3	1	1	0	1	0	1	1
3572	0	0	1	0	1	1	0	0	0	0	1	1	1	0	0	1	0	2	0	1	0	0	1	1	3
2552	0	0	1	0	1	1	0	0	0	1	0	1	0	1	1	5	1	1	0	2	1	0	0	0	2
1012	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	3	0	2	0	1	0	0	1	0	1
2552	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	6	0	1	0	1	1	0	0	0	1
3077	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	3	1	2	0	2	0	1	0	0	0
2498	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	6	0	5	3	2	0	0	0	0	0
3544	0	0	1	0	1	1	0	0	0	1	0	1	1	0	0	4	0	4	2	2	0	0	0	0	3
3069	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	5	0	3	1	2	1	0	0	0	0
3046	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	6	0	3	1	2	0	0	0	0	4
3028	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	5	0	2	0	2	0	1	0	0	0
3067	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	6	0	2	0	3	0	0	1	0	0
1093	0	0	1	0	1	1	0	0	0	0	1	1	1	0	0	3	0	1	0	2	0	1	0	0	1
3083	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	3	1	1	0	1	1	0	0	0	3
3079	0	0	1	0	1	1	0	0	0	1	0	1	0	0	1	6	0	1	0	1	0	0	0	0	2
3512	0	0	1	0	1	0	1	0	0	0	1	0	1	1	1	6	0	5	3	2	0	1	0	0	2
3077	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	7	0	1	0	1	0	0	1	0	0
1035	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	2	1	0	0	2	0	0	0	0	0
2553	0	1	0	0	0	1	0	0	0	1	0	1	1	0	0	2	0	2	0	2	0	1	0	0	1
3581	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	2	0	2	0	2	1	0	0	0	1
3059	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	5	1	4	2	3	0	1	0	0	4
3067	0	0	1	0	0	1	0	0	0	0	1	0	1	1	0	4	0	1	0	1	0	0	0	0	1
3084	0	0	0	1	1	1	0	0	1	0	0	1	1	0	0	3	0	1	0	2	1	0	0	0	1
3063	0	0	0	1	1	0	1	0	0	0	1	1	1	0	0	1	0	2	0	3	0	0	1	0	0
3069	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	6	0	2	0	3	0	0	1	0	3
1078	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	7	0	2	0	2	1	0	0	0	0
3039	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	4	0	1	0	2	0	0	0	0	0
3573	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	2	0	1	0	2	0	1	0	0	0
3561	0	0	1	0	1	1	0	0	0	0	1	0	1	0	1	6	0	4	2	1	0	0	1	1	1
2533	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	3	0	3	1	2	1	0	0	0	1
1074	1	0	0	0	0	1	0	0	0	1	0	1	1	0	0	3	0	1	0	1	1	0	0	0	3
3067	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	3	0	2	0	2	0	0	0	0	4
1083	0	1	0	0	1	1	0	0	0	0	1	1	1	0	0	2	0	2	0	2	0	0	1	0	0
3042	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	5	0	2	0	2	0	1	0	0	1
2497	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	3	0	3	0	3	0	0	0	0	4
3571	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	2	0	1	0	1	0	1	0	0	1
3524	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	2	0	4	2	1	0	1	0	0	1
3082	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	4	0	3	0	1	1	0	0	0	4
1069	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	4	1	7	4	4	1	0	0	0	3
3076	0	0	1	0	1	1	0	0	1	0	0	1	1	0	0	4	1	1	0	1	1	0	0	0	0
2553	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	3	1	2	0	1	0	1	0	1	3
1091	0	1	0	0	0	1	0	0	0	0	1	1	1	1	1	5	0	2	0	1	0	0	0	1	0
1069	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	5	0	2	0	2	0	0	1	0	3
3077	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	7	1	3	2	2	1	0	0	0	2
3076	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	3	0	0	0	1	0	0	0	0	1
3563	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	5	0	1	0	2	1	0	0	0	0
1060	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	3	1	3	0	3	0	0	0	0	0
3086	0	1	0	0	0	1	0	0	0	1	0	1	1	1	1	4	1	2	0	1	1	0	0	0	1
3526	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	3	0	2	0	2	1	0	0	0	4
3077	0	0	1	0	1	1	0	0	1	0	0	1	1	0	0	5	0	4	2	2	0	1	0	0	3
1013	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	2	0	1	0	1	1	0	0	0	1
2584	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	4	0	3	0	1	0	0	0	0	1
1087	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	4	0	2	0	2	0	0	1	0	0
1075	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0	2
2498	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	2	0	2	0	3	0	1	0	0	0
2592	0	0	1	0	0	1	0	0	0	0	1	1	1	1	0	3	0	4	2	2	1	0	0	1	0
1079	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	3	0	1	0	1	1	0	0	0	1
1083	0	0	1	0	0	1	0	0	0	1	0	1	1	1	0	2	0	2	0	2	0	1	0	1	1
3555	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	5	0	2	0	3	0	0	0	0	2
1072	0	1	0	0	0	0	1	0	0	0	1	1	1	0	0	2	1	2	0	1	1	0	0	0	3
1035	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1
3564	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	3	0	1	0	1	0	0	0	0	1
1056	1	0	0	0	1	1	0	0	0	1	0	1	0	1	0	5	0	3	0	1	1	0	0	0	3
3035	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0	2
3068	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	6	0	2	0	2	0	1	0	0	0
3068	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	4	0	2	0	2	0	1	0	0	2
2548	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	3	0	4	2	3	0	1	0	0	0
1058	0	0	1	0	0	1	0	0	0	0	1	1	0	0	1	6	0	1	0	2	0	1	0	0	0
3051	0	0	1	0	1	1	0	0	1	0	0	1	1	0	0	5	0	2	0	2	0	1	0	0	1
3552	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	2	0	1	0	1	1	0	0	0	2
3527	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	6	0	2	0	2	0	1	0	0	1
2586	0	0	1	0	0	1	0	0	0	1	0	0	0	1	1	7	0	5	3	1	0	0	1	0	1
2561	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	4	1	0	0	1	0	0	0	0	2
2553	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	6	1	2	0	2	1	0	0	0	0
3014	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	5	1	2	0	1	0	1	0	0	1
1063	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	3	1	1	0	2	0	0	0	0	3
1059	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	4
2547	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	2	1	2	0	1	1	0	0	0	2
3522	0	0	0	1	1	1	0	0	0	0	1	1	0	1	1	5	0	2	0	2	0	1	0	0	1
3043	0	0	0	1	1	1	0	0	0	1	0	1	0	1	0	2	0	3	0	2	0	0	0	0	1
1061	0	0	1	0	1	0	1	0	0	0	1	1	1	1	0	3	0	1	0	2	1	0	0	0	2
1102	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	7	0	1	0	2	1	0	0	0	0
3513	0	0	1	0	1	1	0	0	0	1	0	1	1	0	0	2	1	0	0	0	0	0	0	0	3
1021	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	2	0	1	0	2	0	1	0	0	0
2513	0	0	0	1	1	0	1	0	0	0	1	1	1	0	0	3	0	2	0	1	0	1	0	1	1
2548	0	0	0	1	1	1	0	0	0	0	1	1	1	1	1	7	0	7	3	3	0	0	1	1	2
1082	0	1	0	0	1	1	0	0	0	0	1	1	1	0	0	3	0	2	0	2	0	0	1	0	1
3072	0	0	0	1	1	1	0	0	0	1	0	1	0	1	0	6	0	2	0	1	1	0	0	0	1
3031	0	0	1	0	1	1	0	0	0	1	0	1	1	0	0	2	0	2	0	2	0	0	1	0	1
2518	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	3	0	2	1	2	1	0	0	0	0
1098	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	4	0	3	0	1	0	1	0	0	0
2583	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	7	0	2	1	2	0	0	1	0	2
1097	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	2	0	2	0	2	1	0	0	0	2
3514	0	1	0	0	1	1	0	0	0	1	0	1	1	0	0	2	0	1	0	2	0	0	0	0	0
2593	0	1	0	0	1	1	0	0	0	0	1	1	0	1	1	7	0	1	0	1	1	0	0	0	1
2498	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	6	0	2	0	2	0	1	0	0	2
3042	0	1	0	0	1	1	0	0	0	0	1	1	1	0	0	3	0	2	0	2	0	0	1	0	0
3527	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	2	0	2	0	1	0	0	1	0	1
1062	0	0	1	0	0	1	0	0	0	0	1	1	1	1	0	4	0	1	0	1	1	0	0	0	3
1018	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	4	0	2	0	1	0	1	0	0	3
3026	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	4	1	2	1	1	1	0	0	0	1
1069	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	3	0	4	2	3	0	1	0	0	3
2553	0	0	1	0	1	1	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	0	0	1
3514	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	2	0	1	0	1	1	0	0	0	2
2521	1	0	0	0	1	0	0	1	0	1	0	1	1	1	0	5	1	6	3	4	0	0	1	0	0
1069	0	1	0	0	1	1	0	0	1	0	0	0	0	1	1	5	0	1	0	1	0	1	0	0	3
3075	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	5	0	2	0	2	0	1	0	0	0
2525	1	0	0	0	1	0	0	1	0	1	0	1	1	0	0	5	0	1	0	1	1	0	0	1	0
3061	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	4	0	8	5	2	0	1	0	1	2
2523	0	0	0	1	1	1	0	0	0	1	0	1	0	1	0	2	0	2	0	2	1	0	0	0	1
3513	1	0	0	0	1	1	0	0	0	1	0	1	1	0	0	3	0	5	2	2	0	1	0	1	0
1035	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	5	0	3	0	2	0	0	0	0	0
1087	0	0	0	1	0	1	0	0	0	1	0	1	0	1	1	4	0	1	0	1	0	1	0	0	1
3043	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	2	1	2	0	3	0	0	0	0	1
1082	1	0	0	0	0	0	0	1	0	0	1	1	1	1	1	5	0	3	0	2	0	0	0	0	0
1087	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	5	0	2	0	2	0	1	0	0	4
2498	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	7	0	1	0	2	0	1	0	0	3
1062	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	2	0	2	0	1	0	0	1	0	1
1025	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	6	0	1	0	1	0	1	0	0	1
1076	0	0	1	0	1	1	0	0	0	0	1	1	1	0	0	3	0	4	2	3	0	0	1	0	2
3072	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	4	0	4	2	2	0	1	0	0	1
3551	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	5	0	2	0	2	0	1	0	0	2
3555	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	7	0	1	0	2	1	0	0	0	2
3561	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	4	0	6	2	3	0	0	0	0	0
3065	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	4	0	2	1	2	0	1	0	0	0
1024	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	3	0	1	0	1	0	1	0	0	1
1060	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	3	0	2	0	1	0	0	0	0	2
3027	0	0	1	0	1	1	0	0	0	0	1	1	0	1	0	5	1	1	0	3	0	0	1	0	0
3521	0	0	0	1	1	1	0	0	0	1	0	1	1	0	0	4	0	2	0	2	0	0	0	0	0
1083	1	0	0	0	0	1	0	0	0	0	1	1	1	0	1	4	0	2	0	1	0	1	0	0	4
3078	0	0	0	1	1	1	0	0	1	0	0	1	0	1	0	7	0	0	0	0	0	0	0	0	0
3031	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	3	0	1	0	2	0	1	0	0	0
3669	0	0	1	0	1	1	0	0	0	1	0	1	0	0	1	7	1	3	2	2	0	0	1	0	1
3061	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	3	0	2	0	1	0	0	0	0	1
1096	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	5	0	2	0	1	0	1	0	0	0
3065	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	7	0	3	0	3	0	0	0	0	0
3027	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	3	1	3	1	2	0	1	0	1	0
2492	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	3	1	3	0	0	1	0	0
1094	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	3	0	2	0	1	0	1	0	0	2
1060	1	0	0	0	0	0	0	1	0	1	0	1	1	1	0	3	0	3	0	3	0	0	0	0	1
3034	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	7	0	3	0	3	0	0	1	0	3
3526	0	0	1	0	1	1	0	0	0	0	1	1	1	0	0	2	0	1	0	1	0	0	1	0	0
2513	0	1	0	0	1	1	0	0	0	0	1	1	0	1	0	3	0	2	0	2	0	1	0	1	1
2548	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	4	1	1	0	2	0	0	1	0	3
3544	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	3	1	2	0	1	0	0	0	0	1
2524	1	0	0	0	0	0	0	1	0	1	0	1	1	1	0	2	1	4	0	1	1	0	0	0	4
2551	0	0	1	0	0	1	0	0	0	0	1	1	1	1	0	5	0	4	0	3	0	1	0	1	2
1055	0	1	0	0	1	1	0	0	0	1	0	1	0	1	0	5	0	2	0	1	0	1	0	0	1
3028	0	0	1	0	1	0	1	0	0	1	0	1	0	1	0	7	0	1	0	1	1	0	0	0	0
1032	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	4	0	4	1	2	1	0	0	0	1
1013	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	2	0	4	2	2	0	1	0	0	3
1033	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	3	1	1	0	1	1	0	0	0	1
1055	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	2	0	4	0	2	0	1	0	1	3
1082	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	5	0	3	1	3	0	1	0	1	3
3051	0	0	1	0	1	1	0	0	0	1	0	1	0	1	0	3	0	3	0	2	0	1	0	0	0
1082	0	1	0	0	0	0	0	1	0	1	0	1	1	1	0	3	0	2	0	2	0	0	0	0	4
1053	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	4	0	4	1	2	0	1	0	0	0
3074	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	3	1	2	0	1	0	0	0	0	1
3073	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	3	1	2	0	2	1	0	0	0	1
2543	0	0	1	0	1	1	0	0	0	0	1	1	1	0	0	1	0	4	2	2	0	0	0	0	3
3564	0	0	1	0	0	1	0	0	1	0	0	0	1	1	1	7	1	2	0	1	1	0	0	0	4
3544	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	3	1	4	2	3	0	0	0	0	0
3077	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	4	1	2	0	2	1	0	0	0	4
2551	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	3	0	1	0	1	0	1	0	0	1
2572	0	0	1	0	1	0	1	0	0	0	1	1	0	1	0	4	0	1	0	2	1	0	0	0	3
3515	1	0	0	0	0	0	0	1	0	0	1	1	1	1	1	2	0	2	0	2	1	0	0	0	2
3561	0	0	1	0	1	1	0	0	0	0	1	0	0	1	1	7	0	1	0	1	0	1	0	0	3
3014	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	1
2553	0	1	0	0	0	1	0	0	1	0	0	1	1	1	0	3	1	2	0	1	0	1	0	0	0
1064	0	0	1	0	1	1	0	0	0	1	0	1	1	0	0	2	0	4	2	2	0	0	1	0	4
2564	0	0	0	1	1	1	0	0	1	0	0	1	1	0	0	2	1	2	0	1	1	0	0	1	1
1019	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	3	0	2	1	1	0	0	0	0	1
1077	0	1	0	0	0	1	0	0	0	0	1	1	1	1	1	3	0	2	0	2	0	1	0	0	1
1012	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	4	0	4	2	1	0	1	0	1	1
3526	0	0	1	0	1	1	0	0	0	0	1	1	1	0	0	3	0	4	2	2	0	0	1	0	0
3015	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	1	0	1	0	0	0	0	3
3071	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	4	0	1	0	2	0	1	0	0	0
2574	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	2	0	2	0	0	0	0	2
3524	0	0	1	0	1	1	0	0	0	0	1	1	1	0	0	3	0	2	0	2	0	0	1	0	3
3079	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	3	1	2	0	3	0	0	0	0	0
1033	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3
3564	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	3	0	1	0	2	1	0	0	0	0
3061	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	4	1	2	0	2	1	0	0	0	2
1082	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	5	0	1	0	1	0	1	0	0	0
1012	0	0	1	0	1	1	0	0	0	0	1	1	1	0	0	1	0	1	0	2	0	0	0	1	3
2523	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	5	0	2	0	2	0	0	0	0	0
3042	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	2	1	1	0	1	1	0	0	0	0
3062	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	6	0	2	1	1	0	0	1	0	3
1060	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	5	0	1	0	2	0	0	0	1	0
2497	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	5	1	4	2	3	0	0	0	0	4
3059	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	5	1	2	0	3	0	0	1	0	0
2546	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	3	1	3	0	3	0	0	0	0	0
3551	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	6	0	1	0	2	0	0	1	0	0
1069	0	0	1	0	1	1	0	0	1	0	0	1	1	0	0	4	1	1	0	1	0	0	0	0	1
2572	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	2	1	4	4	1	0	0	0	0	1
3079	0	0	1	0	0	0	1	0	0	1	0	1	1	1	0	0	1	1	0	2	1	0	0	0	3
2492	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	4	0	3	0	3	0	0	1	0	0
2545	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	4	1	1	0	2	0	1	0	0	0
3522	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	6	0	1	0	1	0	0	1	0	0
3552	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	4	0	1	0	1	0	0	1	0	3
3532	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	3	1	0	0	2	1	0	0	0	1
1068	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	2	1	4	2	1	0	0	0	1	3
3027	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	7	0	5	3	4	0	0	1	0	2
1055	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	2	0	2	0	1	0	0	1	0	2
2541	0	0	1	0	1	1	0	0	0	0	1	1	1	0	0	3	0	5	3	3	0	0	1	0	1
3551	0	1	0	0	1	1	0	0	0	0	1	1	0	1	0	6	0	2	0	2	1	0	0	0	2
1058	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	6	0	1	0	1	0	1	0	0	3
2525	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	3	0	2	0	1	0	0	0	0	2
1055	0	0	1	0	1	1	0	0	0	0	1	1	1	0	0	4	0	4	2	2	0	0	1	0	1
1056	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	2	0	4	2	2	0	0	0	0	1
1019	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	7	0	2	0	2	0	1	0	0	3
3072	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	4	0	4	2	2	0	1	0	0	1
2551	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	2	0	3	1	2	0	1	0	0	0
2592	0	0	1	0	1	1	0	0	0	1	0	1	0	1	0	3	0	5	3	2	1	0	0	1	1
3011	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	7	0	3	1	2	0	0	0	0	3
3031	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	6	0	2	0	2	0	1	0	0	0
1068	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	5	1	2	0	2	0	0	1	0	1
1033	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	5	0	3	0	2	1	0	0	0	3
3021	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	4	1	2	1	2	0	0	0	0	1
3527	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	3	0	4	2	3	0	0	1	0	4
1022	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	4	0	2	0	1	1	0	0	0	1
2525	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	3	1	6	4	2	0	1	0	0	1
3555	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	3	1	4	0	2	1	0	0	0	1
3061	0	0	0	1	1	1	0	0	0	1	0	1	1	1	0	2	0	2	0	2	0	0	1	0	3
3082	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	3	0	1	0	2	0	0	0	0	2
2553	0	0	0	1	1	1	0	0	0	0	1	1	0	1	0	4	0	1	0	2	0	0	1	0	1
3035	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	6	0	1	0	1	1	0	0	0	1
2573	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	2	0	2	0	2	0	1	0	0	3
3031	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	3	0	1	0	1	1	0	0	0	2
1057	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	2	0	1	0	1	0	1	0	0	4
3525	0	0	1	0	1	1	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	1	1	4
1087	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	3	0	4	2	2	0	1	0	0	4
3063	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	3	0	3	2	2	0	0	1	0	0
3024	0	1	0	0	1	1	0	0	0	1	0	1	1	1	0	2	0	1	0	1	0	1	0	0	3
2532	0	0	1	0	1	1	0	0	1	0	0	1	1	0	0	2	0	3	0	1	1	0	0	0	0
3059	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	6	0	4	2	2	0	0	1	0	3
2552	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	2	1	3	1	3	0	1	0	0	0
3056	0	0	1	0	1	1	0	0	0	0	1	1	1	0	0	3	0	4	2	2	0	0	1	0	0
2522	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	2	0	4	2	3	0	0	1	0	0
1012	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	2	0	2	0	1	0	1	0	0	2
3037	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	2	0	1	0	1	1	0	0	0	2
3562	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	3	0	2	0	2	0	1	0	0	0
2555	0	1	0	0	1	1	0	0	0	1	0	1	0	1	0	5	0	1	0	2	0	0	0	0	2
3553	0	1	0	0	0	1	0	0	0	0	1	1	1	0	1	7	0	1	0	1	0	1	0	0	3
3572	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	6	0	2	0	1	0	0	1	0	2
