Postcode	age18_24	age25_34	age35_54	age_55	genderMale	employed	selfEmployed	student	eduLower	eduMid	eduUni	license	commuteBike	commutePT	commuteNS	distWork	usedUber	hhSize	hhChild	nbrCarHH	incLevel_30k	incLevel30_60k	incLevel60k	csMember	choice
2562	0	0	1	0	0	1	0	0	0	1	0	1	1	1	0	4	0	4	2	2	1	0	0	0	1
2521	0	1	0	0	1	1	0	0	0	0	1	1	1	0	0	2	0	1	0	1	0	0	1	0	1
2563	0	0	1	0	1	0	1	0	0	1	0	1	1	0	0	2	0	1	0	1	1	0	0	0	3
1064	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	3	0	4	2	1	0	1	0	0	4
2551	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	3	0	2	0	1	0	0	1	0	0
1072	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	1	0	2	0	2	0	1	0	0	4
2498	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	3	0	3	1	2	0	1	0	0	2
3061	0	0	1	0	0	1	0	0	0	0	1	1	0	1	1	7	1	1	0	2	0	1	0	0	1
1074	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	5	0	1	0	1	0	1	0	0	3
3012	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	5	0	2	1	1	0	1	0	0	0
2562	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	3	0	1	0	2	0	1	0	0	3
3067	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	7	0	2	0	3	0	0	1	0	4
2515	0	1	0	0	1	1	0	0	0	1	0	1	1	0	0	2	0	1	0	1	1	0	0	0	0
3069	0	1	0	0	1	1	0	0	0	1	0	1	1	1	0	5	0	1	0	2	0	1	0	1	2
2548	0	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	1	2	0	2	0	0	0	0	0
1025	0	1	0	0	1	1	0	0	0	0	1	1	1	1	0	4	0	1	0	2	0	1	0	0	1
3525	1	0	0	0	1	1	0	0	0	1	0	1	1	0	0	3	0	5	0	4	0	0	1	0	2
1055	0	1	0	0	0	1	0	0	0	1	0	1	1	0	0	3	0	2	0	2	0	1	0	1	3
1017	0	0	1	0	1	1	0	0	0	1	0	1	1	0	0	3	0	3	1	2	0	1	0	0	2
2593	0	0	1	0	1	1	0	0	0	0	1	1	0	1	0	5	0	2	0	2	0	1	0	0	1
2582	0	0	1	0	1	1	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	1	0	1
1034	0	0	1	0	0	1	0	0	0	1	0	1	0	1	1	6	0	5	3	2	0	1	0	1	0
2565	0	0	1	0	0	1	0	0	0	0	1	1	1	1	0	3	0	3	1	2	0	1	0	0	2
3582	0	1	0	0	1	0	1	0	0	0	1	1	1	0	0	5	0	2	0	2	0	0	1	0	2
3533	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	7	0	1	0	1	0	0	1	0	0
2993	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	4	0	4	2	2	0	0	1	0	0
1061	0	0	1	0	1	1	0	0	0	0	1	1	1	0	1	6	0	4	2	2	0	0	1	0	0
3081	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	6	0	3	2	2	0	0	1	1	2
3068	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	7	0	3	1	2	0	0	0	1	1
3123	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	5	0	1	0	2	0	0	0	0	0
1068	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	3	0	1	0	1	0	0	1	0	0
2561	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	4	0	2	0	1	0	0	0	0	3
2564	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	3	1	4	1	2	0	1	0	0	1
2533	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	3	0	1	0	2	1	0	0	0	0
3554	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	4	0	3	1	3	0	1	0	0	1
2533	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	3	0	1	0	1	1	0	0	1	1
3582	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	2	0	1	0	1	0	1	0	0	3
3068	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	3	0	2	0	2	0	0	1	0	0
2583	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	4	1	3	1	2	0	1	0	0	3
3571	1	0	0	0	1	0	0	1	0	0	1	1	1	1	1	3	0	4	0	2	1	0	0	0	3
3078	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	5	0	2	0	2	1	0	0	0	2
3069	0	1	0	0	1	1	0	0	0	1	0	1	1	1	0	7	0	1	0	2	0	1	0	1	4
2552	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	3	1	6	3	2	1	0	0	0	0
3564	0	0	0	1	1	1	0	0	0	1	0	1	1	0	0	4	1	1	0	2	0	1	0	0	0
2541	0	0	1	0	1	1	0	0	0	0	1	0	0	1	1	5	0	1	0	1	1	0	0	0	1
3066	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	2	0	4	2	1	0	0	0	0	3
3076	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	6	0	4	1	3	0	0	1	0	3
2531	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	5	1	1	0	2	0	0	0	0	0
1066	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	3	0	2	1	2	0	0	0	0	0
2522	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	4	1	1	0	2	1	0	0	0	0
3573	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	1	0	2	0	2	0	0	1	0	4
2522	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	5	0	4	2	3	0	1	0	0	0
3068	0	0	1	0	0	1	0	0	0	0	1	1	1	0	1	4	1	3	1	3	0	0	0	0	1
3011	0	0	1	0	0	1	0	0	1	0	0	1	1	1	0	2	1	2	0	2	0	0	0	0	1
2552	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	7	0	0	0	0	0	0	0	0	0
3521	0	0	1	0	1	1	0	0	0	1	0	1	0	0	1	6	0	3	0	2	0	0	1	0	1
1069	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	3	0	2	0	2	1	0	0	0	3
2564	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	5	0	2	0	2	0	1	0	0	0
3511	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	3	0	1	0	2	1	0	0	0	0
2516	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	6	0	2	1	2	0	0	1	0	0
2546	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	3	1	1	0	2	1	0	0	0	3
1066	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	3	0	3	0	2	0	0	0	0	2
2522	0	0	0	1	1	1	0	0	1	0	0	1	1	1	0	3	0	3	1	2	0	1	0	0	3
2552	0	0	0	1	1	1	0	0	0	1	0	0	1	0	0	1	0	3	0	1	0	1	0	0	1
2552	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	1	1	3	0	2	0	0	0	0	1
2523	0	0	1	0	0	1	0	0	0	1	0	0	1	1	0	3	1	2	0	2	0	0	0	0	1
1018	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	3	0	4	1	1	0	0	0	0	2
3533	0	1	0	0	1	1	0	0	0	0	1	1	0	1	0	4	0	2	0	2	0	1	0	0	4
1023	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	3	0	1	0	2	1	0	0	0	2
3561	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	5	0	1	0	2	0	0	0	0	0
3078	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	3	0	4	2	1	0	1	0	0	0
1033	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	5	1	4	0	2	1	0	0	1	0
3563	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	1	1	0	2	1	0	0	0	2
2541	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	3	1	1	0	2	1	0	0	0	1
3581	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	2	0	3	1	2	0	1	0	0	1
1056	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	2	0	1	0	2	0	0	0	0	0
2574	0	0	0	1	1	1	0	0	0	1	0	1	1	0	0	2	1	2	0	2	0	1	0	0	1
3022	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	7	0	1	0	1	0	1	0	0	3
2531	0	0	0	1	1	1	0	0	0	1	0	1	1	0	0	1	0	2	0	2	0	1	0	0	1
3525	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	3	1	2	0	3	0	1	0	0	0
1034	0	0	1	0	1	1	0	0	0	0	1	1	0	1	0	4	0	6	3	3	0	1	0	0	1
2565	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	3	0	3	1	1	0	1	0	1	2
3583	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	3	0	3	0	2	0	0	0	0	4
2517	0	0	1	0	1	1	0	0	0	0	1	1	1	0	0	3	0	5	2	3	0	0	1	0	0
2586	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	3	0	2	0	3	0	1	0	0	2
3563	0	0	1	0	1	1	0	0	0	0	1	1	1	1	0	3	0	1	0	1	1	0	0	0	1
1024	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	5	0	1	0	2	0	1	0	0	3
3021	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	1	1	3	1	1	1	0	0	0	1
1017	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	3	0	1	0	2	0	1	0	0	2
3192	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	3	0	2	0	2	0	1	0	0	0
2564	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	3	1	2	0	1	0	0	0	0	0
2547	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	7	0	1	0	2	0	1	0	0	0
2511	0	1	0	0	1	1	0	0	0	1	0	1	1	0	0	2	0	1	0	1	1	0	0	0	3
2593	0	0	0	1	1	1	0	0	1	0	0	1	1	0	0	3	0	2	0	2	0	1	0	0	0
2573	0	0	0	1	1	1	0	0	1	0	0	1	1	0	0	3	0	1	0	1	1	0	0	1	3
1067	0	1	0	0	1	1	0	0	1	0	0	0	0	1	0	5	0	2	0	1	1	0	0	0	1
2523	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	3	0	1	0	2	1	0	0	0	0
2514	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	5	0	4	2	2	0	0	1	0	0
1053	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	7	0	1	0	2	0	1	0	0	0
2553	0	0	1	0	0	1	0	0	0	1	0	1	1	1	0	3	0	1	0	2	1	0	0	0	2
2512	0	1	0	0	1	1	0	0	0	0	1	1	1	0	0	3	0	1	0	2	1	0	0	1	3
1072	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	5	0	1	0	2	0	1	0	1	0
2566	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	3	0	1	0	1	0	1	0	0	1
3522	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	2	0	2	1	0	0	0	2
2541	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	7	1	2	0	1	0	1	0	0	0
1055	0	0	0	1	0	1	0	0	0	1	0	0	1	1	0	2	0	2	0	2	0	1	0	0	1
1052	0	0	1	0	1	1	0	0	0	1	0	1	0	1	0	4	1	1	0	2	0	1	0	1	3
1053	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	2	0	1	0	2	0	1	0	0	4
2492	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	3	0	4	2	2	0	1	0	0	1
2517	0	0	0	1	1	1	0	0	0	1	0	1	1	0	0	2	0	2	0	2	0	0	1	0	0
2522	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	3	0	2	0	2	1	0	0	0	0
2531	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	3	1	2	0	2	0	0	0	0	0
3024	1	0	0	0	1	0	0	1	1	0	0	0	0	1	0	5	0	4	0	2	1	0	0	0	0
2552	0	0	0	1	1	1	0	0	0	1	0	0	1	0	0	3	0	1	0	1	0	1	0	0	2
2521	0	0	1	0	0	1	0	0	0	1	0	1	1	1	0	2	0	3	1	1	1	0	0	0	1
3056	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	3	0	4	2	2	0	0	1	0	0
2563	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	2	0	1	0	2	0	1	0	0	0
2591	0	1	0	0	1	1	0	0	0	0	1	1	1	0	0	1	0	2	0	1	1	0	0	0	2
1051	0	0	1	0	1	1	0	0	0	0	1	1	1	0	1	6	0	1	0	1	0	1	0	0	0
1071	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	3	0	4	2	2	0	0	1	1	2
2555	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	5	0	2	0	3	0	0	0	0	0
2546	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	6	0	1	0	2	0	1	0	0	3
3023	0	1	0	0	1	0	1	0	0	0	1	1	1	1	1	6	0	2	1	3	0	0	1	1	1
3068	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	2	1	2	0	2	1	0	0	0	0
3511	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	3
2517	0	0	1	0	1	1	0	0	0	1	0	0	1	0	0	2	0	1	0	1	1	0	0	0	2
3011	0	1	0	0	1	1	0	0	0	0	1	1	0	1	0	3	0	2	0	2	1	0	0	1	0
1092	0	0	1	0	1	1	0	0	0	1	0	1	1	1	0	2	0	5	3	1	0	1	0	1	3
2565	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	3	0	4	2	2	0	0	1	0	2
3522	0	0	0	1	1	1	0	0	0	1	0	1	0	1	1	5	1	3	0	2	0	0	0	0	1
2517	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	1	0	2	0	2	0	1	0	0	0
3583	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	2	1	2	0	2	0	1	0	0	0
2513	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	3	1	1	0	2	0	0	0	0	0
3526	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	3
1059	0	0	1	0	1	1	0	0	0	0	1	1	0	1	0	2	0	5	2	4	0	0	1	0	3
3512	0	1	0	0	1	1	0	0	0	0	1	1	1	1	0	5	0	1	0	1	0	1	0	0	1
2584	0	0	1	0	1	1	0	0	1	0	0	1	1	0	0	3	0	3	0	2	0	0	0	0	0
2551	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	2	1	1	0	1	1	0	0	0	4
2581	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	3	1	1	0	2	1	0	0	0	3
2594	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	5	0	2	0	2	0	1	0	1	4
3583	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	1	0	2	0	0	0	0	2
2521	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	3	1	2	0	1	0	1	0	0	1
3527	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	7	0	1	0	1	0	1	0	0	1
2982	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	4	0	2	0	3	0	0	1	0	3
3513	0	0	0	1	1	1	0	0	0	1	0	1	1	0	0	3	1	1	0	1	0	0	0	0	1
1057	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	6	0	2	0	2	0	1	0	0	0
3067	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	4	0	2	0	2	0	1	0	0	0
3069	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	1	0	3	0	3	0	1	0	0	0
2565	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	4	0	1	0	2	0	1	0	0	2
2545	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	5	0	1	0	3	0	0	1	0	0
3021	0	0	0	1	1	1	0	0	0	0	1	0	0	1	0	4	0	1	0	1	0	1	0	0	1
2552	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	2	0	2	0	2	0	1	0	0	3
3066	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	5	1	2	0	3	0	1	0	0	0
3526	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	6	0	2	0	2	0	0	0	0	1
3067	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	2	0	2	0	1	0	0	0
3552	0	1	0	0	1	1	0	0	0	0	1	1	0	0	1	5	1	3	1	2	0	1	0	0	1
1054	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0	3	0	2	0	1	0	1	0	0	0
1071	0	0	0	1	0	1	0	0	0	1	0	1	1	0	0	2	0	2	0	2	0	0	0	0	1
1034	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	3	0	2	0	1	0	0	0	0	1
3053	0	0	0	1	1	0	0	0	0	0	1	1	1	1	0	3	0	1	0	2	1	0	0	0	1
2597	0	0	0	1	0	0	0	1	0	1	0	1	1	1	0	2	0	1	0	1	1	0	0	0	1
3024	0	1	0	0	1	1	0	0	0	0	1	1	1	0	0	5	0	4	2	2	0	0	0	0	0
3028	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	4	0	1	0	1	1	0	0	0	1
1058	0	1	0	0	1	1	0	0	0	0	1	1	1	1	0	5	0	0	0	0	0	0	0	0	2
3063	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	5	0	1	0	2	0	1	0	0	3
2522	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	4	0	2	0	3	0	1	0	0	0
1018	0	0	1	0	1	0	1	0	0	0	1	1	1	0	0	0	0	2	0	1	0	1	0	1	0
1071	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	3	0	2	0	2	0	1	0	0	3
1019	0	0	0	1	1	1	0	0	0	0	1	1	0	1	0	2	0	1	0	2	0	0	0	0	1
2524	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	7	1	4	2	2	0	0	0	0	0
2531	0	0	0	1	1	1	0	0	0	1	0	1	1	0	0	3	1	2	0	2	0	1	0	0	0
2574	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	2	0	4	0	2	0	1	0	0	0
3515	0	0	0	1	1	1	0	0	0	0	1	1	1	0	1	2	0	2	0	2	0	0	1	0	0
1013	0	0	0	1	1	1	0	0	0	0	1	1	0	1	0	3	0	1	0	1	0	0	0	0	1
1035	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	3	1	1	0	1	0	0	0	0	1
1095	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	3	0	1	0	2	0	1	0	0	4
1031	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	5	0	2	0	1	0	1	0	0	3
1093	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	2	0	2	0	2	0	0	0	0	2
1019	0	0	0	1	1	0	1	0	0	1	0	1	1	0	0	7	0	1	0	2	0	1	0	0	0
1035	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	6	0	2	0	3	1	0	0	0	0
1096	0	1	0	0	1	1	0	0	0	0	1	1	1	0	0	2	0	2	0	2	1	0	0	0	1
2492	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	3	1	1	0	2	0	0	0	0	0
3085	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	4	1	1	0	2	0	0	0	0	0
1058	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	3	0	1	0	1	1	0	0	0	1
1066	1	0	0	0	1	1	0	0	0	1	0	1	0	1	0	3	0	3	0	3	0	0	1	0	0
1061	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	2	0	2	0	2	0	0	0	0	1
1012	0	1	0	0	1	1	0	0	0	0	1	1	1	0	0	1	0	2	0	1	0	1	0	0	1
3583	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	5	1	1	0	2	0	1	0	0	0
1016	0	0	0	1	1	1	0	0	0	1	0	0	1	0	0	2	0	1	0	1	0	0	0	0	1
2583	0	0	0	1	1	1	0	0	0	1	0	1	1	0	0	3	1	1	0	1	1	0	0	0	1
2533	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	3	0	2	0	1	0	1	0	0	2
1057	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	1	0	1	0	4	0	0	1	0	0
2551	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	4	0	2	0	3	0	0	1	0	4
1018	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	2	0	1	0	1	0	1	0	0	1
1059	0	0	0	1	1	1	0	0	0	0	1	1	1	1	1	7	0	1	0	2	0	0	1	0	1
2593	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	4	0	1	0	2	0	1	0	0	0
1069	0	1	0	0	1	1	0	0	0	1	0	1	1	0	0	4	0	4	0	4	0	1	0	0	3
1019	1	0	0	0	1	0	0	1	0	1	0	1	1	1	0	4	0	3	1	1	1	0	0	0	1
1053	0	0	0	1	1	0	1	0	0	0	1	1	1	0	1	6	0	1	0	1	0	1	0	1	1
3069	0	0	0	1	1	0	0	0	0	0	1	1	1	1	0	4	0	5	1	2	0	1	0	0	1
1068	0	0	0	1	1	0	0	0	0	1	0	0	1	1	1	1	0	2	0	2	0	1	0	0	1
3043	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	5	0	2	0	1	0	1	0	0	4
2582	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	4	0	1	0	0	1	0	4
3533	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	2	0	3	0	3	0	0	1	0	1
1015	0	0	1	0	1	1	0	0	0	0	1	1	0	1	0	5	0	1	0	1	0	0	0	0	1
1013	0	0	0	1	1	0	1	0	0	0	1	1	1	1	0	4	0	1	0	2	0	0	0	0	0
3067	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	4	0	5	3	2	0	1	0	0	0
3026	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	4	1	0	0	0	0	0	0	0	1
3525	1	0	0	0	1	0	0	1	0	0	1	1	1	1	0	3	0	0	0	0	0	0	0	0	4
1098	0	0	0	1	1	1	0	0	0	1	0	1	1	0	0	2	0	3	0	1	0	1	0	0	1
3515	0	1	0	0	1	1	0	0	0	0	1	1	1	0	0	2	0	1	0	1	0	1	0	0	2
2531	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	2	0	3	0	1	0	1	0	0	1
2573	0	0	0	1	1	1	0	0	0	1	0	1	0	1	0	4	1	2	0	1	0	1	0	0	1
1095	0	0	1	0	1	0	1	0	0	0	1	1	1	1	0	5	0	4	2	2	0	1	0	1	3
3584	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	1	0	1	1	0	0	0	2
1069	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	4	0	1	0	2	0	1	0	0	0
3554	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	2	0	1	0	1	0	1	0	0	2
1069	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	6	0	0	0	2	0	0	0	0	0
1072	0	1	0	0	1	1	0	0	0	0	1	1	1	0	0	2	0	1	0	2	0	1	0	0	3
2571	0	0	0	1	1	1	0	0	0	1	0	1	0	1	1	5	0	1	0	2	0	1	0	0	1
1064	0	1	0	0	1	1	0	0	0	0	1	1	1	0	0	3	0	2	0	1	0	1	0	0	3
3515	0	0	0	1	1	1	0	0	0	1	0	1	1	0	0	3	0	1	0	2	1	0	0	0	0
2496	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	4	0	2	0	3	0	1	0	0	3
1025	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	4	0	0	0	1	0	0	1	0	3
1063	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	4	1	0	0	2	1	0	0	0	0
3072	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	3	0	2	0	2	0	0	1	0	1
1059	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	3	0	2	0	1	0	1	0	0	3
2516	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	3	1	3	0	2	0	0	0	0	2
3023	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	2	0	2	0	2	0	0	1	0	2
3051	0	0	0	1	0	1	0	0	0	0	1	1	1	0	1	5	0	2	0	1	0	1	0	0	1
3069	0	0	0	1	1	1	0	0	0	0	1	0	0	1	0	4	0	1	0	1	0	1	0	0	2
2595	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	3	0	1	0	2	0	0	0	0	0
2552	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	7	0	2	0	2	0	1	0	0	2
1092	0	0	0	1	1	1	0	0	0	1	0	1	1	0	1	6	0	5	0	2	0	0	1	0	0
1025	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	3	0	2	0	3	0	0	1	0	4
2555	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	4	0	4	1	3	0	0	0	0	0
1060	0	0	0	1	1	1	0	0	1	0	0	1	1	0	0	4	0	2	0	2	0	1	0	0	0
1013	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	4	0	0	0	0	0	0	0	0	1
2552	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	4	0	1	0	2	1	0	0	0	0
1065	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	3	0	2	1	0	0	0	2
2543	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	2	0	2	0	2	0	0	0	0	2
3584	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	7	0	3	0	1	1	0	0	1	2
3078	0	1	0	0	1	1	0	0	0	0	1	1	1	0	0	7	0	4	2	2	1	0	0	0	3
1069	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	3	0	2	0	1	0	1	0	0	3
1022	0	1	0	0	1	1	0	0	0	1	0	1	0	1	1	3	0	3	1	2	1	0	0	0	0
3071	0	0	1	0	0	1	0	0	0	0	1	1	0	1	1	7	0	2	0	2	0	0	1	0	1
2547	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	4	0	5	3	3	1	0	0	0	0
1019	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	6	0	3	1	0	0	0	0	0	0
2512	0	0	1	0	0	1	0	0	0	1	0	1	1	1	1	7	0	1	0	1	0	1	0	0	4
3067	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	4	0	3	0	2	0	1	0	0	0
2512	0	0	1	0	1	1	0	0	1	0	0	0	1	1	0	2	1	1	0	1	1	0	0	0	1
3068	0	0	1	0	1	1	0	0	0	1	0	1	0	1	1	7	1	2	1	2	0	1	0	0	0
2497	1	0	0	0	0	1	0	0	0	0	1	1	0	1	1	6	0	2	0	2	0	0	0	0	0
3531	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	6	0	1	0	2	0	1	0	1	1
1053	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	2	0	1	0	1	1	0	0	0	2
1066	1	0	0	0	1	1	0	0	0	0	1	1	1	1	1	7	0	2	0	3	0	0	1	1	0
1076	0	1	0	0	0	1	0	0	1	0	0	0	1	1	0	2	0	2	0	1	0	0	0	1	0
1035	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	6	0	5	3	2	0	1	0	0	0
3052	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	3	0	4	2	2	0	0	1	0	0
3512	0	1	0	0	1	1	0	0	0	0	1	1	1	0	1	6	0	2	0	2	0	1	0	0	4
1012	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	4	0	2	0	1	1	0	0	1	3
